age,sex,subject,slide,order,choice,rt,displaydiff,accuracy
18.0,Female,8bad4dd,0,0,right,1168,-11,False
18.0,Female,8bad4dd,0,1,right,997,-1,False
18.0,Female,8bad4dd,0,2,right,1224,6,True
18.0,Female,8bad4dd,0,3,right,753,-4,False
18.0,Female,8bad4dd,0,4,left,879,18,False
18.0,Female,8bad4dd,0,5,left,782,4,False
18.0,Female,8bad4dd,0,6,right,657,15,True
18.0,Female,8bad4dd,0,7,left,643,-9,True
18.0,Female,8bad4dd,0,8,right,639,14,True
18.0,Female,8bad4dd,0,9,right,687,10,True
18.0,Female,8bad4dd,0,10,left,656,-7,True
18.0,Female,8bad4dd,0,11,right,594,8,True
18.0,Female,8bad4dd,0,12,right,799,1,True
18.0,Female,8bad4dd,0,13,right,610,11,True
18.0,Female,8bad4dd,0,14,left,642,-2,True
18.0,Female,8bad4dd,0,15,right,851,4,True
18.0,Female,8bad4dd,0,16,left,602,-17,True
18.0,Female,8bad4dd,0,17,left,652,-6,True
18.0,Female,8bad4dd,0,18,left,907,-13,True
18.0,Female,8bad4dd,0,19,right,591,5,True
18.0,Female,8bad4dd,0,20,left,726,-7,True
18.0,Female,8bad4dd,0,21,left,736,-14,True
18.0,Female,8bad4dd,0,22,right,608,9,True
18.0,Female,8bad4dd,0,23,left,490,-2,True
18.0,Female,8bad4dd,0,24,left,863,-1,True
18.0,Female,8bad4dd,0,25,right,590,8,True
18.0,Female,8bad4dd,0,26,right,587,13,True
18.0,Female,8bad4dd,0,27,right,925,6,True
18.0,Female,8bad4dd,0,28,left,575,1,False
18.0,Female,8bad4dd,0,29,left,632,9,False
18.0,Female,8bad4dd,0,30,left,639,-8,True
18.0,Female,8bad4dd,0,31,left,621,5,False
18.0,Female,8bad4dd,0,32,right,640,1,True
18.0,Female,8bad4dd,0,33,left,767,-1,True
18.0,Female,8bad4dd,0,34,right,720,-11,False
18.0,Female,8bad4dd,0,35,right,730,-3,False
18.0,Female,8bad4dd,0,36,right,763,-1,False
18.0,Female,8bad4dd,0,37,left,624,-13,True
18.0,Female,8bad4dd,0,38,right,577,16,True
18.0,Female,8bad4dd,0,39,left,592,-17,True
18.0,Female,8bad4dd,0,40,left,663,-9,True
18.0,Female,8bad4dd,0,41,right,607,7,True
18.0,Female,8bad4dd,0,42,left,586,-5,True
18.0,Female,8bad4dd,0,43,right,703,13,True
18.0,Female,8bad4dd,0,44,left,655,-2,True
18.0,Female,8bad4dd,0,45,right,643,5,True
18.0,Female,8bad4dd,0,46,left,559,-4,True
18.0,Female,8bad4dd,0,47,right,564,4,True
18.0,Female,8bad4dd,0,48,left,535,6,False
18.0,Female,8bad4dd,0,49,right,950,-1,False
18.0,Female,8bad4dd,0,50,left,746,-8,True
18.0,Female,8bad4dd,0,51,left,799,-9,True
18.0,Female,8bad4dd,0,52,right,693,-1,False
18.0,Female,8bad4dd,0,53,left,593,5,False
18.0,Female,8bad4dd,0,54,right,546,-5,False
18.0,Female,8bad4dd,0,55,left,541,-2,True
18.0,Female,8bad4dd,0,56,right,575,1,True
18.0,Female,8bad4dd,0,57,left,760,-9,True
18.0,Female,8bad4dd,0,58,left,608,-3,True
18.0,Female,8bad4dd,0,59,right,604,-1,False
18.0,Female,8bad4dd,0,60,right,512,1,True
18.0,Female,8bad4dd,0,61,right,654,9,True
18.0,Female,8bad4dd,0,62,right,608,11,True
18.0,Female,8bad4dd,0,63,left,664,-11,True
18.0,Female,8bad4dd,0,64,left,708,-7,True
18.0,Female,8bad4dd,0,65,right,530,16,True
18.0,Female,8bad4dd,0,66,left,604,-14,True
18.0,Female,8bad4dd,0,67,left,632,-6,True
18.0,Female,8bad4dd,0,68,right,621,9,True
18.0,Female,8bad4dd,0,69,left,628,-3,True
18.0,Female,8bad4dd,0,70,left,592,10,False
18.0,Female,8bad4dd,0,71,left,572,-5,True
18.0,Female,8bad4dd,0,72,left,521,-16,True
18.0,Female,8bad4dd,0,73,left,776,-12,True
18.0,Female,8bad4dd,0,74,left,505,-1,True
18.0,Female,8bad4dd,0,75,right,598,14,True
18.0,Female,8bad4dd,0,76,right,654,4,True
18.0,Female,8bad4dd,0,77,right,874,1,True
18.0,Female,8bad4dd,0,78,right,649,10,True
18.0,Female,8bad4dd,0,79,left,576,2,False
18.0,Female,8bad4dd,0,80,right,649,11,True
18.0,Female,8bad4dd,0,81,left,627,7,False
18.0,Female,8bad4dd,0,82,right,540,11,True
18.0,Female,8bad4dd,0,83,right,1048,14,True
18.0,Female,8bad4dd,0,84,left,778,-3,True
18.0,Female,8bad4dd,0,85,right,645,12,True
18.0,Female,8bad4dd,0,86,left,511,-2,True
18.0,Female,8bad4dd,0,87,left,564,-2,True
18.0,Female,8bad4dd,0,88,left,587,-16,True
18.0,Female,8bad4dd,0,89,right,520,13,True
18.0,Female,8bad4dd,0,90,left,608,-7,True
18.0,Female,8bad4dd,0,91,right,650,-9,False
18.0,Female,8bad4dd,0,92,right,567,7,True
18.0,Female,8bad4dd,0,93,right,530,6,True
18.0,Female,8bad4dd,0,94,left,544,-4,True
18.0,Female,8bad4dd,0,95,right,588,-10,False
18.0,Female,8bad4dd,0,96,left,686,1,False
18.0,Female,8bad4dd,0,97,right,641,1,True
18.0,Female,8bad4dd,0,98,right,646,-2,False
18.0,Female,8bad4dd,0,99,left,632,-9,True
18.0,Female,8bad4dd,1,0,left,617,-12,True
18.0,Female,8bad4dd,1,1,left,484,-12,True
18.0,Female,8bad4dd,1,2,right,798,7,True
18.0,Female,8bad4dd,1,3,right,531,2,True
18.0,Female,8bad4dd,1,4,left,501,3,False
18.0,Female,8bad4dd,1,5,right,485,5,True
18.0,Female,8bad4dd,1,6,left,802,9,False
18.0,Female,8bad4dd,1,7,left,591,-1,True
18.0,Female,8bad4dd,1,8,right,573,16,True
18.0,Female,8bad4dd,1,9,right,1233,9,True
18.0,Female,8bad4dd,1,10,right,690,5,True
18.0,Female,8bad4dd,1,11,left,671,-8,True
18.0,Female,8bad4dd,1,12,left,625,-19,True
18.0,Female,8bad4dd,1,13,right,732,-8,False
18.0,Female,8bad4dd,1,14,right,633,-1,False
18.0,Female,8bad4dd,1,15,left,533,-12,True
18.0,Female,8bad4dd,1,16,right,630,6,True
18.0,Female,8bad4dd,1,17,left,508,-17,True
18.0,Female,8bad4dd,1,18,left,605,8,False
18.0,Female,8bad4dd,1,19,left,535,-13,True
18.0,Female,8bad4dd,1,20,left,519,-12,True
18.0,Female,8bad4dd,1,21,left,470,13,False
18.0,Female,8bad4dd,1,22,right,550,16,True
18.0,Female,8bad4dd,1,23,left,631,-4,True
18.0,Female,8bad4dd,1,24,left,802,-4,True
18.0,Female,8bad4dd,1,25,left,832,-5,True
18.0,Female,8bad4dd,1,26,left,567,-15,True
18.0,Female,8bad4dd,1,27,right,611,16,True
18.0,Female,8bad4dd,1,28,right,551,4,True
18.0,Female,8bad4dd,1,29,right,558,8,True
18.0,Female,8bad4dd,1,30,left,577,-4,True
18.0,Female,8bad4dd,1,31,right,536,8,True
18.0,Female,8bad4dd,1,32,left,582,-15,True
18.0,Female,8bad4dd,1,33,left,785,-3,True
18.0,Female,8bad4dd,1,34,right,838,-10,False
18.0,Female,8bad4dd,1,35,left,878,-4,True
18.0,Female,8bad4dd,1,36,right,757,8,True
18.0,Female,8bad4dd,1,37,left,566,-9,True
18.0,Female,8bad4dd,1,38,left,581,-7,True
18.0,Female,8bad4dd,1,39,right,649,3,True
18.0,Female,8bad4dd,1,40,right,677,7,True
18.0,Female,8bad4dd,1,41,right,862,-2,False
18.0,Female,8bad4dd,1,42,left,572,-7,True
18.0,Female,8bad4dd,1,43,left,639,-9,True
18.0,Female,8bad4dd,1,44,left,766,-5,True
18.0,Female,8bad4dd,1,45,left,708,-3,True
18.0,Female,8bad4dd,1,46,left,614,3,False
18.0,Female,8bad4dd,1,47,left,647,-7,True
18.0,Female,8bad4dd,1,48,left,624,-12,True
18.0,Female,8bad4dd,1,49,left,610,-6,True
18.0,Female,8bad4dd,1,50,left,525,-9,True
18.0,Female,8bad4dd,1,51,right,607,2,True
18.0,Female,8bad4dd,1,52,left,586,-15,True
18.0,Female,8bad4dd,1,53,right,751,3,True
18.0,Female,8bad4dd,1,54,left,753,-17,True
18.0,Female,8bad4dd,1,55,left,621,-13,True
18.0,Female,8bad4dd,1,56,left,646,-13,True
18.0,Female,8bad4dd,1,57,right,681,11,True
18.0,Female,8bad4dd,1,58,left,558,-7,True
18.0,Female,8bad4dd,1,59,right,685,2,True
18.0,Female,8bad4dd,1,60,left,522,-6,True
18.0,Female,8bad4dd,1,61,right,597,10,True
18.0,Female,8bad4dd,1,62,right,566,12,True
18.0,Female,8bad4dd,1,63,left,526,-15,True
18.0,Female,8bad4dd,1,64,left,722,-3,True
18.0,Female,8bad4dd,1,65,right,534,4,True
18.0,Female,8bad4dd,1,66,left,552,1,False
18.0,Female,8bad4dd,1,67,left,614,-9,True
18.0,Female,8bad4dd,1,68,left,711,-5,True
18.0,Female,8bad4dd,1,69,right,669,8,True
18.0,Female,8bad4dd,1,70,left,791,-4,True
18.0,Female,8bad4dd,1,71,right,548,15,True
18.0,Female,8bad4dd,1,72,right,737,17,True
18.0,Female,8bad4dd,1,73,right,567,9,True
18.0,Female,8bad4dd,1,74,right,527,12,True
18.0,Female,8bad4dd,1,75,left,656,-3,True
18.0,Female,8bad4dd,1,76,right,609,3,True
18.0,Female,8bad4dd,1,77,right,633,7,True
18.0,Female,8bad4dd,1,78,left,552,-2,True
18.0,Female,8bad4dd,1,79,left,541,-1,True
18.0,Female,8bad4dd,1,80,right,761,4,True
18.0,Female,8bad4dd,1,81,left,542,-2,True
18.0,Female,8bad4dd,1,82,left,597,-6,True
18.0,Female,8bad4dd,1,83,left,590,-5,True
18.0,Female,8bad4dd,1,84,right,673,-6,False
18.0,Female,8bad4dd,1,85,left,534,-10,True
18.0,Female,8bad4dd,1,86,left,535,-4,True
18.0,Female,8bad4dd,1,87,left,487,-14,True
18.0,Female,8bad4dd,1,88,right,795,-10,False
18.0,Female,8bad4dd,1,89,left,487,-4,True
18.0,Female,8bad4dd,1,90,left,773,-2,True
18.0,Female,8bad4dd,1,91,left,533,1,False
18.0,Female,8bad4dd,1,92,left,583,5,False
18.0,Female,8bad4dd,1,93,left,467,-11,True
18.0,Female,8bad4dd,1,94,right,579,9,True
18.0,Female,8bad4dd,1,95,right,519,-1,False
18.0,Female,8bad4dd,1,96,right,492,-1,False
18.0,Female,8bad4dd,1,97,left,654,-7,True
18.0,Female,8bad4dd,1,98,left,391,-8,True
18.0,Female,8bad4dd,1,99,right,1286,3,True
18.0,Female,8bad4dd,2,0,left,587,-3,True
18.0,Female,8bad4dd,2,1,right,676,2,True
18.0,Female,8bad4dd,2,2,left,700,-12,True
18.0,Female,8bad4dd,2,3,left,548,-14,True
18.0,Female,8bad4dd,2,4,right,589,-3,False
18.0,Female,8bad4dd,2,5,left,514,-5,True
18.0,Female,8bad4dd,2,6,left,521,-8,True
18.0,Female,8bad4dd,2,7,right,756,15,True
18.0,Female,8bad4dd,2,8,right,721,14,True
18.0,Female,8bad4dd,2,9,right,597,12,True
18.0,Female,8bad4dd,2,10,left,621,-13,True
18.0,Female,8bad4dd,2,11,left,621,-2,True
18.0,Female,8bad4dd,2,12,left,604,-5,True
18.0,Female,8bad4dd,2,13,left,492,3,False
18.0,Female,8bad4dd,2,14,left,682,-4,True
18.0,Female,8bad4dd,2,15,left,574,-10,True
18.0,Female,8bad4dd,2,16,right,629,12,True
18.0,Female,8bad4dd,2,17,left,678,-10,True
18.0,Female,8bad4dd,2,18,right,628,5,True
18.0,Female,8bad4dd,2,19,left,568,-6,True
18.0,Female,8bad4dd,2,20,right,1079,-3,False
18.0,Female,8bad4dd,2,21,left,537,5,False
18.0,Female,8bad4dd,2,22,left,438,-5,True
18.0,Female,8bad4dd,2,23,left,608,6,False
18.0,Female,8bad4dd,2,24,left,644,-4,True
18.0,Female,8bad4dd,2,25,right,645,9,True
18.0,Female,8bad4dd,2,26,left,605,-9,True
18.0,Female,8bad4dd,2,27,right,588,9,True
18.0,Female,8bad4dd,2,28,left,550,-3,True
18.0,Female,8bad4dd,2,29,right,500,7,True
18.0,Female,8bad4dd,2,30,right,635,-1,False
18.0,Female,8bad4dd,2,31,left,771,1,False
18.0,Female,8bad4dd,2,32,right,875,3,True
18.0,Female,8bad4dd,2,33,left,802,-2,True
18.0,Female,8bad4dd,2,34,left,558,-5,True
18.0,Female,8bad4dd,2,35,right,662,-4,False
18.0,Female,8bad4dd,2,36,left,1282,-4,True
18.0,Female,8bad4dd,2,37,right,889,-2,False
18.0,Female,8bad4dd,2,38,right,892,4,True
18.0,Female,8bad4dd,2,39,left,605,-18,True
18.0,Female,8bad4dd,2,40,left,537,-12,True
18.0,Female,8bad4dd,2,41,right,791,4,True
18.0,Female,8bad4dd,2,42,right,724,4,True
18.0,Female,8bad4dd,2,43,left,569,6,False
18.0,Female,8bad4dd,2,44,left,470,-13,True
18.0,Female,8bad4dd,2,45,left,533,-12,True
18.0,Female,8bad4dd,2,46,left,552,-8,True
18.0,Female,8bad4dd,2,47,right,651,8,True
18.0,Female,8bad4dd,2,48,right,742,12,True
18.0,Female,8bad4dd,2,49,right,566,6,True
18.0,Female,8bad4dd,2,50,left,537,-7,True
18.0,Female,8bad4dd,2,51,left,471,7,False
18.0,Female,8bad4dd,2,52,right,751,13,True
18.0,Female,8bad4dd,2,53,right,894,6,True
18.0,Female,8bad4dd,2,54,left,774,7,False
18.0,Female,8bad4dd,2,55,right,571,13,True
18.0,Female,8bad4dd,2,56,left,703,-8,True
18.0,Female,8bad4dd,2,57,left,718,-4,True
18.0,Female,8bad4dd,2,58,left,664,-5,True
18.0,Female,8bad4dd,2,59,right,696,-11,False
18.0,Female,8bad4dd,2,60,right,726,6,True
18.0,Female,8bad4dd,2,61,left,841,9,False
18.0,Female,8bad4dd,2,62,right,1066,2,True
18.0,Female,8bad4dd,2,63,left,698,-16,True
18.0,Female,8bad4dd,2,64,left,622,1,False
18.0,Female,8bad4dd,2,65,left,529,-10,True
18.0,Female,8bad4dd,2,66,right,709,8,True
18.0,Female,8bad4dd,2,67,left,781,6,False
18.0,Female,8bad4dd,2,68,left,817,-12,True
18.0,Female,8bad4dd,2,69,right,751,5,True
18.0,Female,8bad4dd,2,70,left,567,-14,True
18.0,Female,8bad4dd,2,71,left,566,13,False
18.0,Female,8bad4dd,2,72,right,642,10,True
18.0,Female,8bad4dd,2,73,left,836,-9,True
18.0,Female,8bad4dd,2,74,right,558,16,True
18.0,Female,8bad4dd,2,75,right,750,11,True
18.0,Female,8bad4dd,2,76,right,686,13,True
18.0,Female,8bad4dd,2,77,right,664,6,True
18.0,Female,8bad4dd,2,78,right,544,2,True
18.0,Female,8bad4dd,2,79,right,577,8,True
18.0,Female,8bad4dd,2,80,left,753,1,False
18.0,Female,8bad4dd,2,81,left,855,-5,True
18.0,Female,8bad4dd,2,82,left,649,3,False
18.0,Female,8bad4dd,2,83,right,693,2,True
18.0,Female,8bad4dd,2,84,left,619,-12,True
18.0,Female,8bad4dd,2,85,right,854,7,True
18.0,Female,8bad4dd,2,86,left,735,-6,True
18.0,Female,8bad4dd,2,87,right,748,15,True
18.0,Female,8bad4dd,2,88,left,655,-7,True
18.0,Female,8bad4dd,2,89,right,967,15,True
18.0,Female,8bad4dd,2,90,right,671,-2,False
18.0,Female,8bad4dd,2,91,left,649,-13,True
18.0,Female,8bad4dd,2,92,right,615,-1,False
18.0,Female,8bad4dd,2,93,left,767,-3,True
18.0,Female,8bad4dd,2,94,right,870,2,True
18.0,Female,8bad4dd,2,95,left,843,2,False
18.0,Female,8bad4dd,2,96,right,664,-3,False
18.0,Female,8bad4dd,2,97,left,833,-3,True
18.0,Female,8bad4dd,2,98,right,663,5,True
18.0,Female,8bad4dd,2,99,right,693,12,True
18.0,Female,8bad4dd,3,0,left,770,-6,True
18.0,Female,8bad4dd,3,1,right,619,9,True
18.0,Female,8bad4dd,3,2,left,643,-7,True
18.0,Female,8bad4dd,3,3,left,597,-10,True
18.0,Female,8bad4dd,3,4,right,585,3,True
18.0,Female,8bad4dd,3,5,left,584,3,False
18.0,Female,8bad4dd,3,6,left,478,-4,True
18.0,Female,8bad4dd,3,7,left,446,4,False
18.0,Female,8bad4dd,3,8,left,580,-5,True
18.0,Female,8bad4dd,3,9,right,494,-7,False
18.0,Female,8bad4dd,3,10,left,548,-5,True
18.0,Female,8bad4dd,3,11,left,711,-8,True
18.0,Female,8bad4dd,3,12,right,574,5,True
18.0,Female,8bad4dd,3,13,left,477,-11,True
18.0,Female,8bad4dd,3,14,left,506,-3,True
18.0,Female,8bad4dd,3,15,right,615,-3,False
18.0,Female,8bad4dd,3,16,right,854,1,True
18.0,Female,8bad4dd,3,17,left,522,-1,True
18.0,Female,8bad4dd,3,18,left,457,5,False
18.0,Female,8bad4dd,3,19,left,574,-13,True
18.0,Female,8bad4dd,3,20,right,539,6,True
18.0,Female,8bad4dd,3,21,left,563,-13,True
18.0,Female,8bad4dd,3,22,right,526,4,True
18.0,Female,8bad4dd,3,23,left,508,-1,True
18.0,Female,8bad4dd,3,24,right,552,8,True
18.0,Female,8bad4dd,3,25,right,927,6,True
18.0,Female,8bad4dd,3,26,left,740,-10,True
18.0,Female,8bad4dd,3,27,left,594,-9,True
18.0,Female,8bad4dd,3,28,right,725,3,True
18.0,Female,8bad4dd,3,29,left,625,-1,True
18.0,Female,8bad4dd,3,30,left,539,-5,True
18.0,Female,8bad4dd,3,31,right,518,-11,False
18.0,Female,8bad4dd,3,32,right,1040,1,True
18.0,Female,8bad4dd,3,33,left,665,12,False
18.0,Female,8bad4dd,3,34,right,761,5,True
18.0,Female,8bad4dd,3,35,right,925,-2,False
18.0,Female,8bad4dd,3,36,left,548,-10,True
18.0,Female,8bad4dd,3,37,right,636,-2,False
18.0,Female,8bad4dd,3,38,left,646,-4,True
18.0,Female,8bad4dd,3,39,left,566,-1,True
18.0,Female,8bad4dd,3,40,right,613,8,True
18.0,Female,8bad4dd,3,41,right,1052,8,True
18.0,Female,8bad4dd,3,42,left,572,-17,True
18.0,Female,8bad4dd,3,43,left,622,1,False
18.0,Female,8bad4dd,3,44,right,741,-9,False
18.0,Female,8bad4dd,3,45,left,594,-17,True
18.0,Female,8bad4dd,3,46,right,687,4,True
18.0,Female,8bad4dd,3,47,left,543,-12,True
18.0,Female,8bad4dd,3,48,right,535,11,True
18.0,Female,8bad4dd,3,49,right,694,6,True
18.0,Female,8bad4dd,3,50,left,480,-9,True
18.0,Female,8bad4dd,3,51,right,579,1,True
18.0,Female,8bad4dd,3,52,left,678,-5,True
18.0,Female,8bad4dd,3,53,left,466,-10,True
18.0,Female,8bad4dd,3,54,right,673,2,True
18.0,Female,8bad4dd,3,55,right,702,16,True
18.0,Female,8bad4dd,3,56,left,548,2,False
18.0,Female,8bad4dd,3,57,left,470,-16,True
18.0,Female,8bad4dd,3,58,left,637,-6,True
18.0,Female,8bad4dd,3,59,left,574,-4,True
18.0,Female,8bad4dd,3,60,right,606,10,True
18.0,Female,8bad4dd,3,61,left,646,1,False
18.0,Female,8bad4dd,3,62,left,580,1,False
18.0,Female,8bad4dd,3,63,right,500,3,True
18.0,Female,8bad4dd,3,64,left,743,-1,True
18.0,Female,8bad4dd,3,65,left,566,5,False
18.0,Female,8bad4dd,3,66,right,689,13,True
18.0,Female,8bad4dd,3,67,left,582,-4,True
18.0,Female,8bad4dd,3,68,right,755,-1,False
18.0,Female,8bad4dd,3,69,left,627,6,False
18.0,Female,8bad4dd,3,70,left,561,-8,True
18.0,Female,8bad4dd,3,71,left,561,-7,True
18.0,Female,8bad4dd,3,72,right,536,13,True
18.0,Female,8bad4dd,3,73,left,683,1,False
18.0,Female,8bad4dd,3,74,right,633,13,True
18.0,Female,8bad4dd,3,75,right,837,-2,False
18.0,Female,8bad4dd,3,76,left,493,-4,True
18.0,Female,8bad4dd,3,77,left,501,-9,True
18.0,Female,8bad4dd,3,78,right,693,2,True
18.0,Female,8bad4dd,3,79,left,654,-10,True
18.0,Female,8bad4dd,3,80,right,662,17,True
18.0,Female,8bad4dd,3,81,left,507,-15,True
18.0,Female,8bad4dd,3,82,right,639,17,True
18.0,Female,8bad4dd,3,83,right,837,7,True
18.0,Female,8bad4dd,3,84,left,705,9,False
18.0,Female,8bad4dd,3,85,left,693,5,False
18.0,Female,8bad4dd,3,86,right,640,1,True
18.0,Female,8bad4dd,3,87,left,639,-4,True
18.0,Female,8bad4dd,3,88,left,957,-5,True
18.0,Female,8bad4dd,3,89,right,865,5,True
18.0,Female,8bad4dd,3,90,left,1062,4,False
18.0,Female,8bad4dd,3,91,left,550,-8,True
18.0,Female,8bad4dd,3,92,left,638,-13,True
18.0,Female,8bad4dd,3,93,left,544,-11,True
18.0,Female,8bad4dd,3,94,left,509,5,False
18.0,Female,8bad4dd,3,95,right,613,-3,False
18.0,Female,8bad4dd,3,96,right,1447,6,True
18.0,Female,8bad4dd,3,97,right,1231,16,True
18.0,Female,8bad4dd,3,98,right,519,8,True
18.0,Female,8bad4dd,3,99,right,646,13,True
18.0,Female,8bad4dd,4,0,left,820,4,False
18.0,Female,8bad4dd,4,1,left,515,-5,True
18.0,Female,8bad4dd,4,2,right,553,6,True
18.0,Female,8bad4dd,4,3,right,820,2,True
18.0,Female,8bad4dd,4,4,left,647,9,False
18.0,Female,8bad4dd,4,5,left,765,-1,True
18.0,Female,8bad4dd,4,6,right,772,9,True
18.0,Female,8bad4dd,4,7,left,597,-4,True
18.0,Female,8bad4dd,4,8,right,717,-2,False
18.0,Female,8bad4dd,4,9,right,758,1,True
18.0,Female,8bad4dd,4,10,left,594,2,False
18.0,Female,8bad4dd,4,11,right,638,4,True
18.0,Female,8bad4dd,4,12,right,501,-2,False
18.0,Female,8bad4dd,4,13,left,621,-6,True
18.0,Female,8bad4dd,4,14,right,550,3,True
18.0,Female,8bad4dd,4,15,left,589,3,False
18.0,Female,8bad4dd,4,16,left,589,-2,True
18.0,Female,8bad4dd,4,17,right,582,-7,False
18.0,Female,8bad4dd,4,18,right,606,11,True
18.0,Female,8bad4dd,4,19,left,638,1,False
18.0,Female,8bad4dd,4,20,left,636,-16,True
18.0,Female,8bad4dd,4,21,right,638,9,True
18.0,Female,8bad4dd,4,22,right,646,9,True
18.0,Female,8bad4dd,4,23,left,615,7,False
18.0,Female,8bad4dd,4,24,right,646,-1,False
18.0,Female,8bad4dd,4,25,right,532,11,True
18.0,Female,8bad4dd,4,26,right,889,3,True
18.0,Female,8bad4dd,4,27,left,813,6,False
18.0,Female,8bad4dd,4,28,left,703,-1,True
18.0,Female,8bad4dd,4,29,right,641,-3,False
18.0,Female,8bad4dd,4,30,left,885,-8,True
18.0,Female,8bad4dd,4,31,left,1027,4,False
18.0,Female,8bad4dd,4,32,left,933,5,False
18.0,Female,8bad4dd,4,33,left,702,-4,True
18.0,Female,8bad4dd,4,34,left,846,-16,True
18.0,Female,8bad4dd,4,35,right,750,8,True
18.0,Female,8bad4dd,4,36,right,694,11,True
18.0,Female,8bad4dd,4,37,left,622,-7,True
18.0,Female,8bad4dd,4,38,left,639,-15,True
18.0,Female,8bad4dd,4,39,left,823,5,False
18.0,Female,8bad4dd,4,40,left,650,-11,True
18.0,Female,8bad4dd,4,41,right,714,9,True
18.0,Female,8bad4dd,4,42,left,677,14,False
18.0,Female,8bad4dd,4,43,left,602,-2,True
18.0,Female,8bad4dd,4,44,right,672,3,True
18.0,Female,8bad4dd,4,45,right,678,1,True
18.0,Female,8bad4dd,4,46,left,543,-12,True
18.0,Female,8bad4dd,4,47,right,830,-5,False
18.0,Female,8bad4dd,4,48,left,628,2,False
18.0,Female,8bad4dd,4,49,right,702,4,True
18.0,Female,8bad4dd,4,50,left,694,-6,True
18.0,Female,8bad4dd,4,51,left,678,5,False
18.0,Female,8bad4dd,4,52,left,775,1,False
18.0,Female,8bad4dd,4,53,left,606,2,False
18.0,Female,8bad4dd,4,54,left,510,-4,True
18.0,Female,8bad4dd,4,55,left,534,-2,True
18.0,Female,8bad4dd,4,56,left,1005,4,False
18.0,Female,8bad4dd,4,57,left,650,2,False
18.0,Female,8bad4dd,4,58,left,553,-10,True
18.0,Female,8bad4dd,4,59,right,791,3,True
18.0,Female,8bad4dd,4,60,left,849,2,False
18.0,Female,8bad4dd,4,61,left,632,-9,True
18.0,Female,8bad4dd,4,62,left,734,5,False
18.0,Female,8bad4dd,4,63,right,766,5,True
18.0,Female,8bad4dd,4,64,left,927,6,False
18.0,Female,8bad4dd,4,65,left,1011,3,False
18.0,Female,8bad4dd,4,66,left,735,-1,True
18.0,Female,8bad4dd,4,67,left,607,-2,True
18.0,Female,8bad4dd,4,68,left,665,-5,True
18.0,Female,8bad4dd,4,69,left,479,7,False
18.0,Female,8bad4dd,4,70,left,470,-17,True
18.0,Female,8bad4dd,4,71,left,521,-14,True
18.0,Female,8bad4dd,4,72,left,533,-9,True
18.0,Female,8bad4dd,4,73,right,775,8,True
18.0,Female,8bad4dd,4,74,left,550,-9,True
18.0,Female,8bad4dd,4,75,left,545,-13,True
18.0,Female,8bad4dd,4,76,left,463,-17,True
18.0,Female,8bad4dd,4,77,right,664,11,True
18.0,Female,8bad4dd,4,78,left,905,4,False
18.0,Female,8bad4dd,4,79,left,569,-10,True
18.0,Female,8bad4dd,4,80,left,689,-5,True
18.0,Female,8bad4dd,4,81,left,650,-11,True
18.0,Female,8bad4dd,4,82,right,647,-8,False
18.0,Female,8bad4dd,4,83,right,667,6,True
18.0,Female,8bad4dd,4,84,left,622,-12,True
18.0,Female,8bad4dd,4,85,left,613,-15,True
18.0,Female,8bad4dd,4,86,left,726,-2,True
18.0,Female,8bad4dd,4,87,left,660,-6,True
18.0,Female,8bad4dd,4,88,right,725,4,True
18.0,Female,8bad4dd,4,89,left,623,-2,True
18.0,Female,8bad4dd,4,90,left,766,-7,True
18.0,Female,8bad4dd,4,91,right,600,3,True
18.0,Female,8bad4dd,4,92,right,806,7,True
18.0,Female,8bad4dd,4,93,left,563,-4,True
18.0,Female,8bad4dd,4,94,left,680,-4,True
18.0,Female,8bad4dd,4,95,left,749,8,False
18.0,Female,8bad4dd,4,96,left,1293,-5,True
18.0,Female,8bad4dd,4,97,right,644,2,True
18.0,Female,8bad4dd,4,98,left,876,-1,True
18.0,Female,8bad4dd,4,99,left,804,-8,True
18.0,Female,d5fbb59,0,0,right,3778,-1,False
18.0,Female,d5fbb59,0,1,left,1497,-8,True
18.0,Female,d5fbb59,0,2,left,3316,-4,True
18.0,Female,d5fbb59,0,3,left,2090,-8,True
18.0,Female,d5fbb59,0,4,right,1811,4,True
18.0,Female,d5fbb59,0,5,right,2122,-1,False
18.0,Female,d5fbb59,0,6,right,2523,7,True
18.0,Female,d5fbb59,0,7,right,1941,1,True
18.0,Female,d5fbb59,0,8,right,2589,10,True
18.0,Female,d5fbb59,0,9,left,1094,-14,True
18.0,Female,d5fbb59,0,10,left,1052,-2,True
18.0,Female,d5fbb59,0,11,right,1052,16,True
18.0,Female,d5fbb59,0,12,left,1079,9,False
18.0,Female,d5fbb59,0,13,left,1093,-17,True
18.0,Female,d5fbb59,0,14,left,1453,-14,True
18.0,Female,d5fbb59,0,15,left,1992,-10,True
18.0,Female,d5fbb59,0,16,right,1468,-1,False
18.0,Female,d5fbb59,0,17,left,1524,-2,True
18.0,Female,d5fbb59,0,18,right,922,3,True
18.0,Female,d5fbb59,0,19,left,3388,4,False
18.0,Female,d5fbb59,0,20,right,780,-1,False
18.0,Female,d5fbb59,0,21,left,950,-12,True
18.0,Female,d5fbb59,0,22,left,1291,3,False
18.0,Female,d5fbb59,0,23,right,1691,2,True
18.0,Female,d5fbb59,0,24,right,1012,17,True
